"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","species.inat.ID","species.common","species.science","phylum.inat.ID","phylum.common","phylum.science","class.inat.ID","class.common","class.science","order.inat.ID","order.common","order.science","family.inat.ID","family.common","family.science","genus.inat.ID","genus.common","genus.science","kingdom.inat.ID","kingdom.common","kingdom.science"
"Pieris napi","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","448487","448487","Green-veined White","Pieris napi","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","48508","Whites, Yellows and Sulphurs","Pieridae","55690","Garden Whites","Pieris",1,"Animals","Animalia"
"Pieris rapae","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",14,7,0,2,1,1,3,1,0,1,3,0,2,0,0,0,0,0,0,0,3,7,2,1,1,"Present","10379","10379","Cabbage White","Pieris rapae","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","48508","Whites, Yellows and Sulphurs","Pieridae","55690","Garden Whites","Pieris",1,"Animals","Animalia"
"Pikea californica","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Pikea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","3931485","3931485","Plants","Pikea californica","57774","Red Algae","Rhodophyta","57775","Red Algae","Florideophyceae","67673","Red Algae","Gigartinales","117782","Red Algae","Dumontiaceae","117835","Red Algae","Pikea",47126,"Plants","Plantae"
"Pima occidentalis","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pima",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"1380899","1380899","Animals","Pima occidentalis","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","49683","Pyralid Snout Moths","Pyralidae","211524","Pyralid Snout Moths","Pima",1,"Animals","Animalia"
"Pimephales promelas","Fish","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","2826377","2826377","Fathead Minnow","Pimephales promelas","2","Chordates","Chordata","47178","Ray-finned Fishes","Actinopterygii","49216","Minnows, Carp, and Allies","Cypriniformes","49609","Minnows and Carps","Cyprinidae","58625","Minnows and Carps","Pimephales",1,"Animals","Animalia"
"Pinnixa franciscana","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","625988","625988","Animals","Pinnixa franciscana","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47186","Decapods","Decapoda","48815","Decapods","Pinnotheridae","248809","Decapods","Pinnixa",1,"Animals","Animalia"
"Pinnixa longipes","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339107","339107","Longlegged Pea Crab","Pinnixa longipes","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47186","Decapods","Decapoda","48815","Decapods","Pinnotheridae","248809","Decapods","Pinnixa",1,"Animals","Animalia"
"Pinus brutia","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","548153","548153","Turkish pine","Pinus brutia","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus contorta","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","62856","62856","Lodgepole Pine","Pinus contorta","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus monophylla","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","12623","12623","Singleleaf pinyon pine","Pinus monophylla","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus muricata","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Present","20242","20242","Bishop Pine","Pinus muricata","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus ponderosa","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","19423","19423","Ponderosa pine","Pinus ponderosa","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus radiata","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,"Present","96273","96273","Monterey Pine","Pinus radiata","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Pinus torreyana","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","64513","64513","Torrey Pine","Pinus torreyana","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47562","Pine family","Pinaceae","47561","Pines","Pinus",47126,"Plants","Plantae"
"Piperia elegans","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia",7,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,1,0,1,1,0,1,2,0,"Present","602","602","Elegant Rein Orchid","Piperia elegans","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47217","Orchids","Orchidaceae","132363","Coast piperia","Piperia",47126,"Plants","Plantae"
"Piperia transversa","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"4417","4417","Royal Rein Orchid","Piperia transversa","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47217","Orchids","Orchidaceae","132363","Orchids","Piperia",47126,"Plants","Plantae"
"Pipilo maculatus","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Pipilo",34,19,3,2,4,7,0,3,4,1,3,2,2,3,0,0,0,0,0,1,5,5,9,12,2,"Present","1660","1660","Spotted Towhee","Pipilo maculatus","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","56039","Buntings and New World Sparrows","Emberizidae","9405","Typical Towhees","Pipilo",1,"Animals","Animalia"
"Piptochaetium setosum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Piptochaetium",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Present","720441","720441","Bristly needle grass","Piptochaetium setosum","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","118429","Needlegrass","Piptochaetium",47126,"Plants","Plantae"
"Piptochaetium stipoides","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Piptochaetium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","273963","273963","Plants","Piptochaetium stipoides","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","118429","Needlegrass","Piptochaetium",47126,"Plants","Plantae"
"Piranga ludoviciana","Bird","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga",2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Present","1464","1464","Western Tanager","Piranga ludoviciana","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","71305","Cardinals and Allies","Cardinalidae","9913","Northern Tanagers","Piranga",1,"Animals","Animalia"
"Piranga rubra","Bird","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga",2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Present","15524","15524","Summer Tanager","Piranga rubra","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","71305","Cardinals and Allies","Cardinalidae","9913","Northern Tanagers","Piranga",1,"Animals","Animalia"
"Pisaster brevispinus","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,"Present","5891","5891","Giant Pink Sea Star","Pisaster brevispinus","47549","Echinoderms","Echinodermata","47668","Sea Stars","Asteroidea","47672","Sea Stars","Forcipulatida","47671","Sea Stars","Asteriidae","48834","Sea Stars","Pisaster",1,"Animals","Animalia"
"Pisaster giganteus","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",3,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,"3881","3881","Giant Sea Star","Pisaster giganteus","47549","Echinoderms","Echinodermata","47668","Sea Stars","Asteroidea","47672","Sea Stars","Forcipulatida","47671","Sea Stars","Asteriidae","48834","Sea Stars","Pisaster",1,"Animals","Animalia"
"Pisaster ochraceus","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",149,43,13,27,26,10,4,35,18,0,1,7,8,0,0,0,0,0,2,2,8,25,26,73,13,"Present","1564383","1564383","Ochre Sea Star","Pisaster ochraceus","47549","Echinoderms","Echinodermata","47668","Sea Stars","Asteroidea","47672","Sea Stars","Forcipulatida","47671","Sea Stars","Asteriidae","48834","Sea Stars","Pisaster",1,"Animals","Animalia"
"Piscicolaria reducta","Invertebrate","Animalia","Annelida","Clitellata","Rhynchobdellida","Piscicolidae","Piscicolaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","345153","345153","Animals","Piscicolaria reducta","47491","Annelids","Annelida","63089","Clitellates","Clitellata","128528","Jawless Leeches","Rhynchobdellida","171276","Jawless Leeches","Piscicolidae","345467","Jawless Leeches","Piscicolaria",1,"Animals","Animalia"
"Pisidium","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Sphaeriidae","Pisidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","109565","109565","Fat Peaclam","Pisidium prasongi","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","50586","Veneroids","Veneroida","86074","Pea Clams","Sphaeriidae","136725","Pill Clams","Pisidium",1,"Animals","Animalia"
"Pisidium casertanum","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Sphaeriidae","Pisidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","109546","109546","Ubiquitous Peaclam","Pisidium casertanum","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","50586","Veneroids","Veneroida","86074","Pea Clams","Sphaeriidae","91094","Pill Clams","Pisidium",1,"Animals","Animalia"
"Pisione remota","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pisione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339276","339276","Animals","Pisione remota","47491","Annelids","Annelida","47490","Polychaetes","Polychaeta","67314","Polychaetes","Phyllodocida","195033","Polychaetes","Pisionidae","195034","Polychaetes","Pisione",1,"Animals","Animalia"
"Pisolithus arhizus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,"19897","19897","Dyeball","Pisolithus arhizus","47169","Dyeball","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","48427","Agaricomycetes","Boletales","63838","Agaricomycetes","Pisolithaceae","63839","Agaricomycetes","Pisolithus",47170,"Fungi including lichens","Fungi"
"Pisum sativum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Pisum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","512103","512103","Common Pea","Pisum sativum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47123","Legumes and allies","Fabales","47122","Legumes","Fabaceae","54523","Peas","Pisum",47126,"Plants","Plantae"
"Pittosporum crassifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Present","123062","123062","Karo","Pittosporum crassifolium","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48700","Carrots and allies","Apiales","51596","Pittosporums and allies","Pittosporaceae","51597","Pittosporums and allies","Pittosporum",47126,"Plants","Plantae"
"Pittosporum eugenioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","1029524","1029524","Lemonwood","Pittosporum eugenioides","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48700","Carrots and allies","Apiales","51596","Pittosporums and allies","Pittosporaceae","51597","Pittosporums and allies","Pittosporum",47126,"Plants","Plantae"
"Pittosporum tenuifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"1182031","1182031","Kohuhu","Pittosporum tenuifolium","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48700","Carrots and allies","Apiales","51596","Pittosporums and allies","Pittosporaceae","51597","Pittosporums and allies","Pittosporum",47126,"Plants","Plantae"
"Pittosporum undulatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","370456","370456","Victorian Box","Pittosporum undulatum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48700","Carrots and allies","Apiales","51596","Pittosporums and allies","Pittosporaceae","51597","Pittosporums and allies","Pittosporum",47126,"Plants","Plantae"
"Pittosporum viridiflorum","Plant","Plantae","Tracheophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","1542626","1542626","Plants","Pittosporum viridiflorum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48700","Carrots and allies","Apiales","51596","Pittosporums and allies","Pittosporaceae","51597","Pittosporums and allies","Pittosporum",47126,"Plants","Plantae"
"Pituophis catenifer","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis",24,20,0,0,2,8,3,5,0,1,1,3,0,1,0,0,0,0,2,1,1,4,6,10,0,"Present","1363","1363","Gopher Snake","Pituophis catenifer","2","Chordates","Chordata","26036","Reptiles","Reptilia","26172","Lizards and Snakes","Squamata","26504","Colubrid Snakes","Colubridae","29033","Pine, Gopher, & Bullsnakes","Pituophis",1,"Animals","Animalia"
"Pityopus californica","Plant","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pityopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","78593","78593","California pinefoot","Pityopus californicus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47181","Heathers and allies","Ericales","133387","Heathers","Ericaceae","72303","Heathers","Pityopus",47126,"Plants","Plantae"
"Plagiobothrys bracteatus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","200052","200052","Bracted popcornflower","Plagiobothrys bracteatus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","49139","Popcorn Flowers","Plagiobothrys",47126,"Plants","Plantae"
"Plagiobothrys chorisianus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","12383","12383","Artist's popcornflower","Plagiobothrys chorisianus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","49139","Popcorn Flowers","Plagiobothrys",47126,"Plants","Plantae"
"Plagiobothrys nothofulvus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys",5,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,"Unconfirmed","11685","11685","Rusty Popcornflower","Plagiobothrys nothofulvus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","49139","Popcorn Flowers","Plagiobothrys",47126,"Plants","Plantae"
"Plagiobothrys reticulatus","Plant","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","31014","31014","Tracy's popcornflower","Plagiobothrys reticulatus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","49139","Popcorn Flowers","Plagiobothrys",47126,"Plants","Plantae"
"Plagiobothrys stipitatus","Plant","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","12382","12382","Stalked popcornflower","Plagiobothrys stipitatus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","49139","Popcorn Flowers","Plagiobothrys",47126,"Plants","Plantae"
"Plantago coronopus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",4,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,"Present","15438","15438","Buckhorn Plantain","Plantago coronopus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","50638","Plantain family","Plantaginaceae","50636","Plantain","Plantago",47126,"Plants","Plantae"
"Plantago erecta","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",21,17,0,0,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,10,"Present","5272","5272","Dot-seed Plantain","Plantago erecta","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","50638","Plantain family","Plantaginaceae","50636","Plantain","Plantago",47126,"Plants","Plantae"
"Plantago lanceolata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",21,17,0,1,6,3,4,0,0,0,2,2,0,3,0,0,0,0,0,0,0,3,5,11,2,"Present","5271","5271","English plantain","Plantago lanceolata","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","50638","Plantain family","Plantaginaceae","50636","Plantain","Plantago",47126,"Plants","Plantae"
"Plantago major","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Present","1662539","1662539","Common Plantain","Plantago major","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","50638","Plantain family","Plantaginaceae","50636","Plantain","Plantago",47126,"Plants","Plantae"
"Plantago maritima","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",12,11,2,0,2,3,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,5,1,4,1,"Present","26054","26054","Sea Plantain","Plantago maritima","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","48151","Dicots","Lamiales","50638","Plantain family","Plantaginaceae","50636","Plantain","Plantago",47126,"Plants","Plantae"
