"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Traskorchestia traskiana","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Traskorchestia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Traskorchestia traskiana","130223",NA,NA
"Tremella aurantia","Fungi","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella",10,9,67584,2,1,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,6,2,NA,NA,NA,NA,NA,NA
"Tremella foliacea","Fungi","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella",1,1,63587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Tremella mesenterica","Fungi","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella",3,3,48529,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA
"Tremellodendropsis tuberosa","Fungi","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellodendropsidaceae","Tremellodendropsis",1,1,55235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Trentepohlia aurea","Plant","Plantae","Chlorophyta","Ulvophyceae","Trentepohliales","Trentepohliaceae","Trentepohlia",15,10,68608,4,0,2,1,0,0,1,5,2,0,0,0,0,0,0,0,1,2,4,5,3,0,0,NA,NA,NA,NA,NA,NA
"Tresus nuttallii","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Tresus",1,1,117611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Present","Schizothaerus nuttalli","117611","Tresus nuttallii",NA
"Tresus nuttallii","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Tresus",1,1,117611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Present","Tresus nuttalli","117611","Tresus nuttallii",NA
"Triakis semifasciata","Fish","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis",2,2,52297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"leopard shark","Present","Triakis semifasciata","52297",NA,NA
"Triantha glutinosa","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Tofieldiaceae","Triantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sticky false asphodel, sticky tofieldia","Unconfirmed","Tofieldia glutinosa","169913","Triantha glutinosa",NA
"Tricellaria occidentalis","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tricellaria occidentalis","337298","Tricellaria occidentalis","Tricellaria occidentalis"
"Tricellaria ternata","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tricellaria ternata","339205","Tricellaria ternata","Tricellaria ternata"
"Trichoclinocera","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Empididae","Trichoclinocera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Trichoclinocera","338969","Trichoclinocera","Trichoclinocera"
"Trichocnemis spiculatus","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Trichocnemis",1,1,321621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Trichocorixa reticulata","Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Trichocorixa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Trichocorixa reticulata","311515","Trichocorixa reticulata","Trichocorixa reticulata"
"Tricholoma dryophilum","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma",1,1,67345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Tricholoma terreum","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma",1,1,341797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Trichorythidae","Invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Tricorythidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Trichorythidae",NA,NA,NA
"Tricorythodes","Invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Leptohyphidae","Tricorythodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tricorythodes","178746","Tricorythodes","Tricorythodes"
"Tridentiger trigonocephalus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Tridentiger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chameleon goby","Probably Present","Tridentiger trigonocephalus","208897",NA,NA
"Trientalis latifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Trientalis",11,10,79405,0,0,3,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,2,2,1,"broadleaf starflower, western starflower","Present","Trientalis latifolia","79405",NA,NA
"Trifolium albopurpureum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rancheria clover","Unconfirmed","Trifolium albopurpureum","58162",NA,NA
"Trifolium angustifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"narrowleaf crimson clover","Present","Trifolium angustifolium","69939",NA,NA
"Trifolium barbigerum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrews' clover","Unconfirmed","Trifolium barbigerum","57074",NA,NA
"Trifolium bifidum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"notchleaf clover","Unconfirmed","Trifolium bifidum","60196",NA,NA
"Trifolium campestre","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",4,4,57076,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,"big hop clover, field clover, large hop clover, lesser hop clover, low hop clover","Present","Trifolium campestre","57076",NA,NA
"Trifolium depauperatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",9,8,58164,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,"balloon sack clover","Present","Trifolium depauperatum","58164",NA,NA
"Trifolium dichotomum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",3,3,61179,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"branched Indian clover","Unconfirmed","Trifolium dichotomum","61179",NA,NA
"Trifolium dichotomum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",3,3,61179,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"showy Indian clover","Not In Park","Trifolium amoenum","61179","Trifolium dichotomum",NA
"Trifolium dubium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clover","Present","Trifolium dubium","53313",NA,NA
"Trifolium fragiferum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strawberry clover","Present","Trifolium fragiferum","58167",NA,NA
"Trifolium fucatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bull clover","Present","Trifolium fucatum","53901",NA,NA
"Trifolium glomeratum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,1,61021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"clustered clover","Unconfirmed","Trifolium glomeratum","61021",NA,NA
"Trifolium gracilentum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,1,58165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"pinpoint clover, pin-point clover","Unconfirmed","Trifolium gracilentum","58165",NA,NA
"Trifolium hirtum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",15,12,57078,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,"rose clover","Present","Trifolium hirtum","57078",NA,NA
"Trifolium macraei","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chilean clover","Present","Trifolium macraei","61020",NA,NA
"Trifolium microcephalum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,1,58911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"littlehead clover, smallhead clover, small-head clover","Present","Trifolium microcephalum","58911",NA,NA
"Trifolium microdon","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thimble clover","Present","Trifolium microdon","57079",NA,NA
"Trifolium obtusiflorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clammy clover","Unconfirmed","Trifolium obtusiflorum","58912",NA,NA
"Trifolium oliganthum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fewflower clover","Present","Trifolium oliganthum","71122",NA,NA
"Trifolium pratense","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,1,51875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"red clover","Unconfirmed","Trifolium pratense","51875",NA,NA
"Trifolium repens","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",5,5,55745,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,"Dutch clover, ladino clover, white clover, white Dutch clover","Present","Trifolium repens","55745",NA,NA
"Trifolium striatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"knotted clover","Present","Trifolium striatum","79432",NA,NA
"Trifolium subterraneum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subterranean clover","Present","Trifolium subterraneum","60201",NA,NA
"Trifolium tomentosum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",2,2,61024,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"woolly clover","Present","Trifolium tomentosum","61024",NA,NA
"Trifolium variegatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",2,2,57080,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"whitetip clover, white-tip clover","Present","Trifolium variegatum","57080",NA,NA
"Trifolium willdenovii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",9,8,57081,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,"tomcat clover","Present","Trifolium willdenovii","57081",NA,NA
"Trifolium wormskioldii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,1,71146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"cow clover, cows clover, Sierra clover","Present","Trifolium wormskioldii","71146",NA,NA
"Triglochin concinna","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"slender arrowgrass","Present","Triglochin concinna","79435",NA,NA
"Triglochin maritima","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",4,3,60264,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"slender arrowgrass, Utah arrowgrass","Unconfirmed","Triglochin concinnum","60264","Triglochin maritima",NA
"Triglochin maritima","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",4,3,60264,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"seaside arrowgrass","Present","Triglochin maritima","60264",NA,NA
"Triglochin scilloides","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"awl-leaf lilaea, flowering quillwort","Present","Lilaea scilloides","79437","Triglochin scilloides",NA
"Trillium albidum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium",2,2,55697,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"giant white wakerobin","Unconfirmed","Trillium albidum","55697",NA,NA
"Trillium chloropetalum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium",14,14,50823,1,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,4,"giant wakerobin","Present","Trillium chloropetalum","50823",NA,NA
"Trillium ovatum","Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium",25,22,49463,0,12,8,2,1,1,0,0,1,0,0,0,0,0,2,0,0,2,1,7,1,7,5,"Pacific trillium","Present","Trillium ovatum","49463",NA,NA
"Trimerotropis fontana","Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Trimerotropis",1,1,155260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Trimerotropis occidentalis","Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Trimerotropis",1,1,194299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Trimerotropis pallidipennis","Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Trimerotropis",5,5,51493,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,NA,NA,NA,NA,NA,NA
"Tringa flavipes","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lesser Yellowlegs","Present","Tringa flavipes","3893",NA,NA
"Tringa incana","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",6,5,144490,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,"Wandering Tattler","Present","Heteroscelus incanus","144490","Tringa incana",NA
"Tringa melanoleuca","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",1,1,3892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater Yellowlegs","Present","Tringa melanoleuca","3892",NA,NA
"Tringa semipalmata","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",11,8,144491,3,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,4,3,2,1,0,"Willet","Present","Tringa semipalmata","144491",NA,NA
"Tringa solitaria","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solitary Sandpiper","Present","Tringa solitaria","3875",NA,NA
"Triodanis biflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Campanulaceae","Triodanis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small Venus' looking-glass","Unconfirmed","Triodanis biflora","79440",NA,NA
"Triopha catalinae","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Triopha",36,12,47454,1,0,0,2,3,14,8,0,0,1,5,2,0,0,0,0,1,0,1,3,11,20,0,"sea-clown triopha","Present","Triopha catalinae","47454",NA,NA
"Triopha maculata","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Triopha",47,16,47110,2,1,1,2,5,18,13,0,0,0,2,3,0,1,0,1,1,0,1,8,12,22,1,"maculated triopha","Present","Triopha maculata","47110",NA,NA
"Triphosa haesitata","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa",2,2,233010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"Triphysaria eriantha","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",1,1,61114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"johnny-tuck","Unconfirmed","Triphysaria eriantha","50792",NA,NA
"Triphysaria floribunda","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco owl's-clover","Present","Triphysaria floribunda","61113",NA,NA
"Triphysaria pusilla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2,2,57276,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"dwarf owl's-clover","Present","Triphysaria pusilla","57276",NA,NA
"Triphysaria versicolor","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellowbeak owl's-clover","Unconfirmed","Triphysaria versicolor","60735",NA,NA
"Tripos divaricatus","Microbe","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Ceratium divaricatum","345253","Tripos divaricatus","Ceratium divaricatum"
"Trirhabda flavolimbata","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trirhabda",1,1,53935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Trisetum canescens","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Trisetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tall trisetum","Unconfirmed","Trisetum canescens","64229",NA,NA
"Triteleia hyacinthina","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white brodiaea, wild hyacinth","Unconfirmed","Triteleia hyacinthina","57132",NA,NA
"Triteleia ixioides","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"prettyface","Unconfirmed","Triteleia ixioides","52153",NA,NA
"Triteleia laxa","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",20,14,51085,0,0,0,9,7,4,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,10,3,"Ithuriel's spear","Present","Triteleia laxa","51085",NA,NA
"Triteleia peduncularis","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"long-ray brodiaea","Probably Present","Triteleia peduncularis","57133",NA,NA
"Triticum aestivum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Triticum",1,1,64161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"common wheat, wheat","Unconfirmed","Triticum aestivum","64161",NA,NA
"Tritonia festiva","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritonia",3,3,48827,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA
"Trochammina hadai","Microbe","Protozoa","Foraminifera","Globothalamea","Lituolida","Trochamminidae","Trochammina",4,1,348127,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA
"Trochammina inflata","Microbe","Protozoa","Foraminifera","Globothalamea","Lituolida","Trochamminidae","Trochammina",3,1,348055,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA
"Trochammina kellettae","Microbe","Protozoa","Foraminifera","Globothalamea","Lituolida","Trochamminidae","Trochammina",2,1,472785,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA
"Trochammina pacifica","Microbe","Protozoa","Foraminifera","Globothalamea","Lituolida","Trochamminidae","Trochammina",1,1,348138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Troglodytes aedon","Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes",3,3,7562,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"House Wren","Present","Troglodytes aedon","7562",NA,NA
"Troglodytes pacificus","Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes",6,5,144882,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,2,3,0,"Pacific Wren","Present","Troglodytes pacificus","144882",NA,NA
"Troglodytes troglodytes","Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winter Wren","Present","Troglodytes troglodytes","145363",NA,NA
"Tropaeolum majus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum",19,18,54329,3,0,3,3,1,3,0,1,3,0,1,1,0,0,0,0,0,7,2,1,1,6,2,"nasturtium","Present","Tropaeolum majus","54329",NA,NA
"Tropisternus","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Tropisternus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tropisternus","133623","Tropisternus","Tropisternus"
"Tubaria furfuracea","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tubariaceae","Tubaria",2,2,55573,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Tubulanus pellucidus","Invertebrate","Animalia","Nemertea","Palaeonemertea",NA,"Tubulanidae","Tubulanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Tubulanus pellucidus","339179","Tubulanus pellucidus","Tubulanus pellucidus"
