"speciesFixed","total_obs","user_obs","kingdom","phylum","class","order","family","genus","category","inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","Category"
"Ranunculus muricatus",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",57240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Pricklefruited Buttercup, spinyfruit buttercup","Present","Plant"
"Ranunculus occidentalis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",68057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Buttercup","Unconfirmed","Plant"
"Ranunculus orthorhynchus",5,4,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",67827,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,"Big Marsh Buttercup","Probably Present","Plant"
"Ranunculus pusillus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",78831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low spearwort, weak buttercup","Present","Plant"
"Ranunculus repens",3,2,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",48229,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"creeping buttercup","Present","Plant"
"Ranunculus uncinatus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Plant",63898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small-flowered Buttercup","Probably Present","Plant"
"Raphanus raphanistrum",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Plant",55411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wild radish, Jointed Charlock","Present","Plant"
"Raphanus sativus",12,8,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Plant",55410,0,0,2,2,1,1,3,0,2,0,1,0,0,0,0,0,0,3,2,0,3,2,2,"cultivated radish, Radish","Present","Plant"
"Rattus norvegicus",NA,NA,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Mammal",44576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown Rat, Norway Rat","Present","Mammal"
"Rattus rattus",NA,NA,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Mammal",44575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black (roof) rat","Present","Mammal"
"Recurvirostra americana",NA,NA,"Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Bird",4885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American Avocet","Present","Bird"
"Regulus calendula",7,7,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Bird",117095,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,2,0,2,"Ruby-crowned Kinglet","Present","Bird"
"Regulus satrapa",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Bird",117100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Golden-crowned Kinglet","Present","Bird"
"Reithrodontomys megalotis",NA,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Mammal",44431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Harvest Mouse","Present","Mammal"
"Rhacochilus toxotes",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Fish",117562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rubberlip seaperch","Present","Fish"
"Rhacochilus vacca",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Fish",111616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"pile perch","Present","Fish"
"Rhamphocottus richardsonii",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","Fish",51881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grunt sculpin","Probably Present","Fish"
"Rhinocyllus conicus",1,1,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Rhinocyllus","Invertebrate",229899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Rhionaeschna californica",5,4,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Rhionaeschna","Invertebrate",67736,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,NA,NA,NA
"Rhionaeschna multicolor",2,2,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Rhionaeschna","Invertebrate",67737,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA
"Rhododendron columbianum",6,6,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant",78847,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,"coastal Labrador tea","Present","Plant"
"Rhododendron neoglandulosum",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant",81534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Rhododendron occidentale",3,2,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Plant",60527,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,"Western Azalea","Present","Plant"
"Rhodomela larix",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Rhodomela","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Plant"
"Rhopalomyia californica",3,2,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Rhopalomyia","Invertebrate",55698,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,NA,NA,NA
"Ribes divaricatum",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Plant",53448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Straggly Gooseberry","Present","Plant"
"Ribes menziesii",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Plant",52687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canyon Gooseberry","Present","Plant"
"Ribes sanguineum",11,9,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Plant",53435,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,4,"Pink Flowering Currant","Present","Plant"
"Riparia riparia",1,1,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Bird",11941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bank Swallow","Unconfirmed","Bird"
"Rissa tridactyla",NA,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Rissa","Bird",4494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-legged Kittiwake","Present","Bird"
"Rithrogena",NA,NA,"Animalia","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Rhithrogena","Invertebrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Invertebrate"
"Robinia pseudoacacia",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Robinia","Plant",56088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black locust, false acacia, yellow locust","Present","Plant"
"Romaleon antennarium",1,1,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Invertebrate",202315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA
"Romulea rosea",11,11,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Romulea","Plant",68896,0,1,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,5,2,"Romulea","Unconfirmed","Plant"
"Rorippa curvipes",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Rorippa","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blunt-leaved yellow cress","Unconfirmed","Plant"
"Rorippa curvisiliqua",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Rorippa","Plant",58866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Curved-capsule Cress","Present","Plant"
"Rorippa palustris",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Rorippa","Plant",64162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marsh yellow-cress","Present","Plant"
"Rosa californica",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",53437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"California Rose","Present","Plant"
"Rosa chinensis",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHINA ROSE","Probably Present","Plant"
"Rosa gymnocarpa",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",53441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wood Rose","Present","Plant"
"Rosa nutkana",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",78883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nootka Rose","Probably Present","Plant"
"Rosa rubiginosa",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",78886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sweetbriar rose","Present","Plant"
"Rosa xanthina",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rose","Unconfirmed","Plant"
"Rostanga pulchra",1,1,"Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Invertebrate",47473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Rubus armeniacus",3,2,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Plant",61317,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,"Himalaya-berry, Armenian blackberry","Present","Plant"
"Rubus parviflorus",18,12,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Plant",51646,0,0,0,4,2,5,3,2,1,0,0,1,0,0,0,0,0,0,3,1,4,10,0,"Thimbleberry","Present","Plant"
"Rubus spectabilis",19,15,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Plant",47543,0,1,6,3,4,4,1,0,0,0,0,0,0,0,0,0,1,1,0,5,5,6,1,"Salmonberry","Present","Plant"
"Rubus ursinus",18,10,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Plant",53445,1,1,2,0,2,3,2,4,0,0,1,2,0,0,0,0,0,1,2,1,1,10,3,"California Blackberry","Present","Plant"
"Ruditapes philippinarum",1,1,"Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Ruditapes","Invertebrate",343269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Rumex acetosella",19,12,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",53195,0,0,0,4,5,5,3,1,1,0,0,0,0,0,0,0,0,1,1,2,1,14,0,"common sheep sorrel, Sheep Sorrel","Present","Plant"
"Rumex californicus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",78901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"smooth-valved willow dock, toothed willow dock","Probably Present","Plant"
"Rumex conglomeratus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",57215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clustered dock, Green Dock","Present","Plant"
"Rumex crassus",6,4,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",61087,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,"fleshy willow dock, seashore willow dock","Present","Plant"
"Rumex crispus",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",53197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Curly Dock","Present","Plant"
"Rumex fueginus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",78903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seaside dock, golden dock","Present","Plant"
"Rumex occidentalis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",61086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Dock","Present","Plant"
"Rumex pulcher",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",60232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiddle Dock","Present","Plant"
"Rumex salicifolius",2,2,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",60233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"willow dock","Present","Plant"
"Rumex transitorius",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific willow dock","Probably Present","Plant"
"Ruppia cirrhosa",NA,NA,"Plantae","Tracheophyta","Liliopsida","Alismatales","Ruppiaceae","Ruppia","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditch-grass","Unconfirmed","Plant"
"Ruppia maritima",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Alismatales","Ruppiaceae","Ruppia","Plant",61090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wigeon Grass","Present","Plant"
"Russula brevipes",2,2,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Fungi",118179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA
"Russula cremoricolor",1,1,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Fungi",118187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"Russula fragrantissima",1,1,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Fungi",154448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Russula sanguinea",2,2,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Fungi",352308,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
"Russula silvicola",1,1,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Fungi",203672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Ruta chalepensis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Rutaceae","Ruta","Plant",78917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Rue","Probably Present","Plant"
"Rynchops niger",NA,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Rynchops","Bird",4496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Skimmer","Present","Bird"
"Rytidosperma penicillatum",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Rytidosperma","Plant",78919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purple-awned wallaby grass","Unconfirmed","Plant"
"Sagina decumbens",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Sagina","Plant",57004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Pearlwort","Present","Plant"
"Sagina maxima",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Sagina","Plant",78922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal Pearlwort","Present","Plant"
"Sagina procumbens",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Sagina","Plant",55667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arctic Pearlwort","Probably Present","Plant"
"Sagittaria latifolia",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Alismatales","Alismataceae","Sagittaria","Plant",48070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"broadleaf arrowhead","Present","Plant"
"Salicornia pacifica",4,3,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia","Plant",78931,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,"Pacific pickleweed","Present","Plant"
"Salix bicolor",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"willow","Unconfirmed","Plant"
"Salix exigua",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",59008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrow-leaved Willow","Unconfirmed","Plant"
"Salix laevigata",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",58319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Willow","Present","Plant"
"Salix lasiandra",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",78943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific willow","Present","Plant"
"Salix lasiolepis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",53452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arroyo Willow","Present","Plant"
"Salix sitchensis",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Plant",61100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Sitka Willow","Present","Plant"
"Salpichroa origanifolia",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Salpichroa","Plant",78954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lily-of-the-Valley Vine","Present","Plant"
"Salpinctes obsoletus",2,2,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Salpinctes","Bird",7486,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"Rock Wren","Present","Bird"
"Salsola soda",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salsola","Plant",78960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salty Shrub","Unconfirmed","Plant"
"Sambucus nigra",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Plant",52690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue elderberry","Present","Plant"
"Sambucus racemosa",8,8,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Plant",57824,0,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,4,0,"red elderberry","Present","Plant"
"Sanicula arctopoides",14,11,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Plant",55466,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,"Footsteps-of-Spring","Present","Plant"
"Sanicula bipinnatifida",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Plant",56840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Sanicle","Present","Plant"
"Sanicula crassicaulis",4,3,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Plant",53201,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Pacific Sanicle","Present","Plant"
"Sarcoscypha coccinea",10,8,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Fungi",49134,5,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,4,NA,NA,NA
"Saxidomus nuttalli",NA,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Saxidomus","Invertebrate",117608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Invertebrate"
"Sayornis nigricans",15,11,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Bird",17013,3,0,1,1,1,0,1,0,2,2,2,2,0,0,0,1,0,1,2,4,5,2,0,"Black Phoebe","Present","Bird"
"Sayornis phoebe",1,1,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Bird",17008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Eastern Phoebe","Unconfirmed","Bird"
"Sayornis saya",6,6,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Bird",17009,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,3,2,1,"Say's Phoebe","Present","Bird"
"Scabiosa atropurpurea",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Scabiosa","Plant",78988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pincushion Flower","Unconfirmed","Plant"
"Scandix pecten-veneris",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Scandix","Plant",56843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shepherd's Needle, shepherdsneedle","Present","Plant"
"Scapanus latimanus",1,1,"Animalia","Chordata","Mammalia","Eulipotyphla","Talpidae","Scapanus","Mammal",46994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Broad-footed Mole","Present","Mammal"
"Scathophaga stercoraria",4,4,"Animalia","Arthropoda","Insecta","Diptera","Scathophagidae","Scathophaga","Invertebrate",132718,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA
