"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Setaria pumila","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Setaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow Bristle Grass","Present","Setaria pumila","48688",NA,NA
"Setaria viridis","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Setaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bristle Grass","Unconfirmed","Setaria viridis","79070",NA,NA
"Setophaga americana","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,145233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Northern Parula","Present","Parula americana","145233","Setophaga americana",NA
"Setophaga caerulescens","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,199916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Black-throated Blue Warbler","Present","Dendroica caerulescens","199916","Setophaga caerulescens",NA
"Setophaga castanea","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bay-breasted Warbler","Present","Dendroica castanea","145236","Setophaga castanea",NA
"Setophaga cerulea","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerulean Warbler","Unconfirmed","Dendroica cerulea","145232","Setophaga cerulea",NA
"Setophaga citrina","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hooded Warbler","Present","Wilsonia citrina","145229","Setophaga citrina",NA
"Setophaga coronata","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",4,2,145245,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,"Yellow-rumped Warbler","Present","Dendroica coronata","145245","Setophaga coronata",NA
"Setophaga discolor","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prairie Warbler","Present","Dendroica discolor","145249","Setophaga discolor",NA
"Setophaga dominica","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow-throated Warbler","Present","Dendroica dominica","145246","Setophaga dominica",NA
"Setophaga fusca","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,145237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Blackburnian Warbler","Unconfirmed","Dendroica fusca","145237","Setophaga fusca",NA
"Setophaga magnolia","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnolia Warbler","Present","Dendroica magnolia","145235","Setophaga magnolia",NA
"Setophaga nigrescens","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,145254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Black-throated Gray Warbler","Present","Dendroica nigrescens","145254","Setophaga nigrescens",NA
"Setophaga occidentalis","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermit Warbler","Present","Dendroica occidentalis","145256","Setophaga occidentalis",NA
"Setophaga palmarum","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm Warbler","Present","Dendroica palmarum","145242","Setophaga palmarum",NA
"Setophaga pensylvanica","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,145239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Chestnut-sided Warbler","Present","Dendroica pensylvanica","145239","Setophaga pensylvanica",NA
"Setophaga petechia","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",3,3,145238,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"Yellow Warbler","Present","Dendroica petechia","145238","Setophaga petechia",NA
"Setophaga pinus","Bird","Metazoa","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pine Warbler","Unconfirmed","Dendroica pinus","145244","Setophaga pinus","Setophaga pinus"
"Setophaga ruticilla","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,10247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"American Redstart","Present","Setophaga ruticilla","10247",NA,NA
"Setophaga striata","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",1,1,145240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Blackpoll Warbler","Present","Dendroica striata","145240","Setophaga striata",NA
"Setophaga tigrina","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cape May Warbler","Present","Dendroica tigrina","145231","Setophaga tigrina",NA
"Setophaga townsendi","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",4,4,145255,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,0,"Townsend's Warbler","Present","Dendroica townsendi","145255","Setophaga townsendi",NA
"Setophaga virens","Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Green Warbler","Probably Present","Dendroica virens","145258","Setophaga virens",NA
"Sherardia arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Rubiaceae","Sherardia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue fieldmadder, Field Madder","Present","Sherardia arvensis","47691",NA,NA
"Sialia currucoides","Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia",2,2,12936,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,"Mountain Bluebird","Probably Present","Sialia currucoides","12936",NA,NA
"Sialia mexicana","Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia",10,7,12937,0,0,0,2,1,0,2,0,2,1,2,0,0,0,0,0,0,1,1,2,5,1,0,"Western Bluebird","Present","Sialia mexicana","12937",NA,NA
"Sialis","Invertebrate","Animalia","Arthropoda","Insecta","Megaloptera","Sialidae","Sialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Sialis","57845","Sialis","Sialis"
"Sidalcea calycosa","Plant","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Point Reyes Checkerbloom, Pt. Reyes checkerbloom","Present","Sidalcea calycosa","67831","Sidalcea calycosa","Sidalcea calycosa"
"Sidalcea malviflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",25,19,48795,0,2,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,7,1,"CHECKER-BLOOM","Present","Sidalcea malviflora","48795",NA,NA
"Sigara","Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Sigara","211532","Sigara","Sigara"
"Silene coronaria","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",1,1,485191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Silene gallica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",9,9,53212,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,"common catchfly, Windmill Pink","Present","Silene gallica","53212",NA,NA
"Silene scouleri","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",1,1,80215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Scouler's Large Campion","Present","Silene scouleri","59789",NA,NA
"Siliqua patula","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Pharidae","Siliqua",5,5,117615,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,NA,NA,NA,NA,NA,NA
"Silybum marianum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Silybum",9,7,52586,0,0,1,1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,3,1,"blessed milkthistle, Milk Thistle","Present","Silybum marianum","52586",NA,NA
"Sinapis alba","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Sinapis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White Mustard","Present","Sinapis alba","79123",NA,NA
"Sinapis arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Sinapis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlock","Unconfirmed","Sinapis arvensis","53264",NA,NA
"Siphateles bicolor","Fish","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Siphateles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tui chub","Present","Gila bicolor","101431","Siphateles bicolor","Gila bicolor"
"Sisymbrium officinale","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hedge Mustard","Present","Sisymbrium officinale","53266",NA,NA
"Sisyrinchium bellum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",24,17,49918,0,0,5,8,5,3,3,0,0,0,0,0,0,0,0,0,1,1,2,1,3,14,2,"Blue-eyed-grass, western blue-eyed grass","Present","Sisyrinchium bellum","49918",NA,NA
"Sisyrinchium californicum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",9,8,60550,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,0,"golden blue-eyed grass, Golden-eyed-grass","Present","Sisyrinchium californicum","60550",NA,NA
"Sitta canadensis","Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2,2,14823,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Red-breasted Nuthatch","Present","Sitta canadensis","14823",NA,NA
"Sitta carolinensis","Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White-breasted Nuthatch","Unconfirmed","Sitta carolinensis","14801",NA,NA
"Sitta pygmaea","Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2,2,14816,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Pygmy Nuthatch","Present","Sitta pygmaea","14816",NA,NA
"Smerinthus cerisyi","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus",1,1,119492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Solanum americanum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",1,1,59035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"American black nightshade, Nightshade","Present","Solanum americanum","59035",NA,NA
"Solanum douglasii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",1,1,64105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"greenspot nightshade, Nightshade","Present","Solanum douglasii","64105",NA,NA
"Solanum physalifolium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ground-cherry nightshade, hairy nightshade, hoe nightshade","Present","Solanum physalifolium","79142",NA,NA
"Solanum ptychanthum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Probably Present","Solanum ptychanthum","85322",NA,NA
"Solanum virginianum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nightshade","Unconfirmed","Solanum surattense","339965","Solanum virginianum",NA
"Solanum xanti","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple Nightshade","Present","Solanum xanti","79146",NA,NA
"Solidago canadensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Solidago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada Goldenrod","Present","Solidago canadensis","67808",NA,NA
"Solidago elongata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Solidago",1,1,79150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Solidago spathulata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Solidago",1,1,60978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Coast Goldenrod","Present","Solidago spathulata","60978",NA,NA
"Solidago velutina","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Solidago",1,1,79155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"California Goldenrod","Present","Solidago californica","79155","Solidago velutina",NA
"Soliva sessilis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Soliva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soliva","Present","Soliva sessilis","60150",NA,NA
"Somateria spectabilis","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"King Eider","Present","Somateria spectabilis","7030",NA,NA
"Sonchus arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perennial sow thistle","Unconfirmed","Sonchus arvensis","79156",NA,NA
"Sonchus asper","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus",1,1,53269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Prickly Sow Thistle, spiny sowthistle","Present","Sonchus asper","53269",NA,NA
"Sonchus oleraceus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Sow Thistle, common sowthistle, sow thistle","Present","Sonchus oleraceus","53294",NA,NA
"Sorbus aucuparia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mountain Ash","Unconfirmed","Sorbus aucuparia","56063",NA,NA
"Sorex pacificus","Mammal","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Shrew","Unconfirmed","Sorex pacificus","46352","Sorex pacificus","Sorex pacificus"
"Sorex sonomae","Mammal","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fog Shrew, Sonoma shrew","Present","Sorex sonomae","46377","Sorex sonomae","Sorex sonomae"
"Sorex trowbridgii","Mammal","Animalia","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trowbridge's Shrew","Present","Sorex trowbridgii","46503",NA,NA
"Sorex vagrans","Mammal","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vagrant Shrew, wandering shrew","Present","Sorex vagrans","46348","Sorex vagrans","Sorex vagrans"
"Sorghum halepense","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Sorghum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnsongrass","Present","Sorghum halepense","58387",NA,NA
"Sparassis radicata","Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Sparassis",1,1,486226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Sparaxis tricolor","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sparaxis",14,13,50843,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,NA,NA,NA,NA,NA,NA
"Sparganium erectum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Typhaceae","Sparganium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many-fruited Bur-reed","Present","Sparganium erectum","61116",NA,NA
"Sparganium eurycarpum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Typhaceae","Sparganium",4,4,63348,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,"broadfruit bur-reed","Unconfirmed","Sparganium eurycarpum","63348",NA,NA
"Spartina alterniflora","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Spartina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic cordgrass, saltmarsh cordgrass, smooth cordgrass","Present","Spartina alterniflora","79163",NA,NA
"Spartina foliosa","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Spartina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Cord Grass, California cordgrass","Present","Spartina foliosa","67666",NA,NA
"Spergula arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corn spurry, Stickwort","Present","Spergula arvensis","57005",NA,NA
"Spergularia bocconei","Plant","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boccone's Sand-spurrey","Probably Present","Spergularia bocconii",NA,"Spergularia bocconei",NA
"Spergularia macrotheca","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",1,1,61472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Large-flowered Sand-spurrey, sticky sandspurry","Present","Spergularia macrotheca","61472",NA,NA
"Spergularia marina","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salt-marsh Sand-spurrey","Unconfirmed","Spergularia marina","79169",NA,NA
"Spergularia maritima","Plant","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"media sandspurry","Unconfirmed","Spergularia maritima",NA,NA,NA
"Spergularia rubra","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",2,2,55730,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Purple Sand-spurrey, red sandspurry","Present","Spergularia rubra","55730",NA,NA
"Spergularia villosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hairy sandspurry, Villous Sand-spurrey","Probably Present","Spergularia villosa","60173",NA,NA
"Speyeria zerene","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria",2,1,117514,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Myrtle's silverspot butterfly","Present","Speyeria zerene","68245",NA,NA
"Sphyrapicus nuchalis","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-naped Sapsucker","Unconfirmed","Sphyrapicus nuchalis","18467",NA,NA
"Sphyrapicus ruber","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",1,1,18464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Red-breasted Sapsucker","Present","Sphyrapicus ruber","18464",NA,NA
"Sphyrapicus varius","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow-bellied Sapsucker","Present","Sphyrapicus varius","18463",NA,NA
"Spilogale putorius","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Spotted Skunk, spotted skunk","Present","Spilogale putorius","41882",NA,NA
"Spinus lawrencei","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lawrence's Goldfinch","Unconfirmed","Carduelis lawrencei","145309","Spinus lawrencei",NA
"Spinus pinus","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",2,2,145304,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,"Pine Siskin","Present","Carduelis pinus","145304","Spinus pinus",NA
"Spinus psaltria","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",1,1,145308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Lesser Goldfinch","Present","Carduelis psaltria","145308","Spinus psaltria",NA
"Spinus tristis","Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",10,8,145310,0,0,0,0,1,0,5,0,4,0,0,0,0,0,0,1,0,0,0,4,2,3,0,"American Goldfinch","Present","Carduelis tristis","145310","Spinus tristis",NA
